nm,n,k,wl
547.997925,2.282448,2.652863,0.547997925
548.748352,2.285424,2.654544,0.548748352
549.498779,2.288391,2.656221,0.549498779
550.249084,2.291351,2.657892,0.550249084
550.99939,2.294303,2.659558,0.55099939
551.749634,2.297247,2.661219,0.551749634
552.499817,2.300184,2.662875,0.552499817
553.249939,2.303113,2.664526,0.553249939
554,2.306034,2.666172,0.554
554.750061,2.308947,2.667813,0.554750061
555.5,2.311853,2.669449,0.5555
556.249939,2.314751,2.671081,0.556249939
556.999817,2.317642,2.672708,0.556999817
557.749634,2.320526,2.674331,0.557749634
558.49939,2.323401,2.675949,0.55849939
559.249146,2.32627,2.677563,0.559249146
559.998779,2.329131,2.679172,0.559998779
560.748413,2.331985,2.680777,0.560748413
561.497986,2.334831,2.682378,0.561497986
562.247498,2.337671,2.683975,0.562247498
562.996948,2.340503,2.685567,0.562996948
563.746399,2.343328,2.687156,0.563746399
564.495728,2.346146,2.68874,0.564495728
565.245056,2.348957,2.690321,0.565245056
565.994324,2.351761,2.691898,0.565994324
566.74353,2.354558,2.693471,0.56674353
567.492676,2.357347,2.69504,0.567492676
568.24176,2.36013,2.696605,0.56824176
568.990845,2.362906,2.698167,0.568990845
569.739868,2.365676,2.699725,0.569739868
570.48877,2.368438,2.70128,0.57048877
571.237671,2.371194,2.702831,0.571237671
571.986572,2.373943,2.704379,0.571986572
572.735352,2.376685,2.705923,0.572735352
573.484131,2.379421,2.707464,0.573484131
574.232788,2.38215,2.709002,0.574232788
574.981445,2.384873,2.710536,0.574981445
575.730042,2.387589,2.712067,0.575730042
576.478577,2.390299,2.713595,0.576478577
577.227112,2.393002,2.71512,0.577227112
577.975525,2.395699,2.716642,0.577975525
578.723938,2.39839,2.718161,0.578723938
579.47229,2.401074,2.719677,0.57947229
580.220581,2.403752,2.72119,0.580220581
580.968811,2.406424,2.7227,0.580968811
581.717041,2.40909,2.724207,0.581717041
582.465149,2.411749,2.725711,0.582465149
583.213257,2.414403,2.727213,0.583213257
583.961304,2.41705,2.728712,0.583961304
584.70929,2.419692,2.730208,0.58470929
585.457275,2.422327,2.731702,0.585457275
586.205139,2.424957,2.733193,0.586205139
586.953003,2.42758,2.734682,0.586953003
587.700806,2.430198,2.736167,0.587700806
588.448547,2.43281,2.737651,0.588448547
589.196228,2.435417,2.739132,0.589196228
589.943848,2.438017,2.740611,0.589943848
590.691467,2.440612,2.742087,0.590691467
591.439026,2.443202,2.743561,0.591439026
592.186523,2.445785,2.745033,0.592186523
592.93396,2.448363,2.746502,0.59293396
593.681335,2.450936,2.747969,0.593681335
594.428711,2.453503,2.749434,0.594428711
595.175964,2.456065,2.750896,0.595175964
595.923218,2.458621,2.752357,0.595923218
596.67041,2.461172,2.753815,0.59667041
597.417603,2.463718,2.755272,0.597417603
598.164673,2.466258,2.756726,0.598164673
598.911743,2.468793,2.758178,0.598911743
599.658752,2.471323,2.759629,0.599658752
600.405701,2.473848,2.761077,0.600405701
601.152588,2.476367,2.762523,0.601152588
601.899414,2.478882,2.763968,0.601899414
602.64624,2.481391,2.765411,0.60264624
603.393005,2.483896,2.766851,0.603393005
